ID	Cluster_ID
gdb_66703	5
gdb_26191	38
gdb_51408	42
gdb_61444	38
gdb_90638	39
gdb_125585	24
gdb_57672	28
gdb_91667	8
gdb_101153	38
gdb_36201	31
gdb_119687	8
gdb_67936	29
gdb_38191	29
gdb_73567	37
gdb_16332	36
gdb_92902	7
gdb_7199	4
gdb_86439	24
gdb_43239	45
gdb_81861	29
gdb_43048	12
gdb_52839	11
gdb_111973	46
gdb_28320	32
gdb_111290	19
gdb_101892	4
gdb_102531	43
gdb_79817	37
gdb_111120	42
gdb_53230	46
gdb_6327	4
gdb_13724	46
gdb_90086	6
gdb_44390	35
gdb_96731	38
gdb_63553	0
gdb_121820	3
gdb_49719	42
gdb_103870	11
gdb_578	21
gdb_25295	38
gdb_87367	36
gdb_29662	7
gdb_118755	53
gdb_25411	21
gdb_43044	12
gdb_120441	11
gdb_68856	13
gdb_83624	7
gdb_48801	36
gdb_52158	21
gdb_32998	21
gdb_93268	36
gdb_36451	11
gdb_61102	28
gdb_51290	18
gdb_35133	32
gdb_18813	7
gdb_48678	31
gdb_115132	46
gdb_85470	46
gdb_18714	7
gdb_55504	43
gdb_119301	53
gdb_14624	3
gdb_28426	24
gdb_105610	11
gdb_119369	31
gdb_28877	7
gdb_96278	24
gdb_115425	46
gdb_132895	24
gdb_10928	18
gdb_132906	24
gdb_112422	46
gdb_62989	34
gdb_23266	18
gdb_14985	21
gdb_93764	24
gdb_67391	13
gdb_24575	16
gdb_31019	46
gdb_89994	0
gdb_116867	4
gdb_62314	6
gdb_25090	24
gdb_5869	3
gdb_20389	48
gdb_78222	5
gdb_102462	43
gdb_12273	46
gdb_90342	32
gdb_12138	14
gdb_126082	32
gdb_93748	42
gdb_25175	46
gdb_132396	46
gdb_102915	44
gdb_101825	4
gdb_80067	45
gdb_24457	48
gdb_131714	46
gdb_92516	7
gdb_118851	11
gdb_117087	28
gdb_31397	21
gdb_100944	43
gdb_105638	11
gdb_31287	46
gdb_99792	28
gdb_56194	52
gdb_115775	46
gdb_7379	43
gdb_19058	35
gdb_36180	51
gdb_96230	24
gdb_117274	4
gdb_30880	46
gdb_82764	12
gdb_52438	3
gdb_64735	11
gdb_33071	21
gdb_132946	7
gdb_12972	34
gdb_114031	46
gdb_101250	17
gdb_53432	21
gdb_85748	46
gdb_117451	4
gdb_121677	4
gdb_11375	21
gdb_130331	7
gdb_38472	25
gdb_43520	46
gdb_15991	11
gdb_18462	42
gdb_52814	11
gdb_33572	53
gdb_122120	44
gdb_108006	6
gdb_23212	8
gdb_71300	25
gdb_11291	21
gdb_130013	32
gdb_13035	21
gdb_31052	46
gdb_71311	25
gdb_30885	46
gdb_22989	46
gdb_21492	38
gdb_11201	21
