ID	Cluster_ID
gdb_66703	13
gdb_26191	25
gdb_51408	9
gdb_61444	25
gdb_90638	31
gdb_125585	8
gdb_57672	15
gdb_91667	23
gdb_101153	25
gdb_36201	44
gdb_119687	23
gdb_67936	1
gdb_38191	1
gdb_73567	42
gdb_16332	29
gdb_92902	41
gdb_7199	24
gdb_86439	8
gdb_43239	19
gdb_81861	1
gdb_43048	41
gdb_52839	17
gdb_111973	20
gdb_28320	52
gdb_111290	9
gdb_101892	2
gdb_102531	24
gdb_79817	42
gdb_111120	9
gdb_53230	20
gdb_6327	24
gdb_13724	20
gdb_90086	3
gdb_44390	21
gdb_96731	25
gdb_63553	17
gdb_121820	15
gdb_49719	9
gdb_103870	0
gdb_578	18
gdb_25295	25
gdb_87367	29
gdb_29662	21
gdb_118755	32
gdb_25411	11
gdb_43044	41
gdb_120441	0
gdb_68856	40
gdb_83624	14
gdb_48801	29
gdb_52158	18
gdb_32998	18
gdb_93268	29
gdb_36451	0
gdb_61102	15
gdb_51290	36
gdb_35133	11
gdb_18813	43
gdb_48678	44
gdb_115132	20
gdb_85470	20
gdb_18714	14
gdb_55504	24
gdb_119301	32
gdb_14624	2
gdb_28426	8
gdb_105610	17
gdb_119369	44
gdb_28877	41
gdb_96278	8
gdb_115425	11
gdb_132895	8
gdb_10928	20
gdb_132906	8
gdb_112422	20
gdb_62989	33
gdb_23266	36
gdb_14985	11
gdb_93764	8
gdb_67391	40
gdb_24575	6
gdb_31019	20
gdb_89994	17
gdb_116867	2
gdb_62314	3
gdb_25090	8
gdb_5869	15
gdb_20389	7
gdb_78222	13
gdb_102462	24
gdb_12273	20
gdb_90342	52
gdb_12138	48
gdb_126082	52
gdb_93748	9
gdb_25175	20
gdb_132396	8
gdb_102915	2
gdb_101825	24
gdb_80067	19
gdb_24457	7
gdb_131714	20
gdb_92516	14
gdb_118851	0
gdb_117087	2
gdb_31397	11
gdb_100944	24
gdb_105638	17
gdb_31287	20
gdb_99792	15
gdb_56194	5
gdb_115775	20
gdb_7379	2
gdb_19058	21
gdb_36180	16
gdb_96230	8
gdb_117274	2
gdb_30880	20
gdb_82764	41
gdb_52438	2
gdb_64735	17
gdb_33071	11
gdb_132946	41
gdb_12972	31
gdb_114031	20
gdb_101250	47
gdb_53432	18
gdb_85748	20
gdb_117451	2
gdb_121677	2
gdb_11375	11
gdb_130331	14
gdb_38472	35
gdb_43520	20
gdb_15991	0
gdb_18462	9
gdb_52814	40
gdb_33572	32
gdb_122120	2
gdb_108006	3
gdb_23212	23
gdb_71300	35
gdb_11291	11
gdb_130013	52
gdb_13035	18
gdb_31052	20
gdb_71311	9
gdb_30885	20
gdb_22989	20
gdb_21492	25
gdb_11201	11
gdb_89165	0
gdb_48787	40
gdb_94639	20
gdb_56274	5
gdb_78206	13
gdb_52888	0
gdb_53723	24
gdb_31144	9
gdb_74662	41
gdb_96823	20
gdb_1849	8
gdb_126866	18
gdb_97372	25
gdb_9533	17
gdb_87882	23
gdb_123909	7
gdb_3258	6
gdb_56834	25
gdb_65362	40
gdb_24063	18
gdb_6612	26
gdb_130737	18
gdb_404	32
gdb_78977	19
gdb_60920	25
gdb_439	8
gdb_33466	44
gdb_56860	25
gdb_43280	17
gdb_46568	17
gdb_115397	11
gdb_87189	0
gdb_30579	18
gdb_108872	11
gdb_122656	18
gdb_73625	1
gdb_54266	49
gdb_23823	8
gdb_22679	5
gdb_109362	20
gdb_101199	22
gdb_91460	29
gdb_21652	11
gdb_21637	11
gdb_94698	1
gdb_96924	31
gdb_96910	17
gdb_118286	2
gdb_122126	2
gdb_33020	18
gdb_118884	40
gdb_18458	9
gdb_126052	14
gdb_8579	4
gdb_119911	0
gdb_29808	20
gdb_59769	28
gdb_66438	13
gdb_90977	31
gdb_129764	14
gdb_40442	12
gdb_39579	7
gdb_10228	2
gdb_32576	9
gdb_55901	20
gdb_127011	18
gdb_88833	14
gdb_7568	49
gdb_115063	36
gdb_32340	11
gdb_7516	0
gdb_121001	11
gdb_112953	11
gdb_59339	28
gdb_76704	20
gdb_103155	3
gdb_14795	2
gdb_131079	18
gdb_89576	51
gdb_97889	2
gdb_44336	43
gdb_48443	44
gdb_24502	7
gdb_6268	24
gdb_64807	1
gdb_40358	37
gdb_63854	0
gdb_72013	40
gdb_5210	18
gdb_66694	13
gdb_97356	2
gdb_132731	41
gdb_1798	49
gdb_131609	25
gdb_29443	11
gdb_65520	40
gdb_103658	32
gdb_3546	19
gdb_28305	52
gdb_7074	24
gdb_23609	36
gdb_76173	32
gdb_132014	8
gdb_37865	16
gdb_92494	1
gdb_64813	1
gdb_106744	38
gdb_57951	24
gdb_101121	1
gdb_61230	25
gdb_112080	20
gdb_2855	20
gdb_121044	11
gdb_45443	14
gdb_10962	20
gdb_21612	8
gdb_130480	20
gdb_31477	11
gdb_101314	20
gdb_66990	31
gdb_114242	11
gdb_103722	32
gdb_25627	18
gdb_60402	20
gdb_61625	20
gdb_60977	47
gdb_51070	3
gdb_113460	23
gdb_84131	17
gdb_76634	1
gdb_79726	19
gdb_120563	11
gdb_31708	11
gdb_53083	18
gdb_127926	11
gdb_78318	42
gdb_23515	9
gdb_128725	20
gdb_13221	25
gdb_58835	47
gdb_17221	23
gdb_55169	28
gdb_8918	24
gdb_46187	29
gdb_130532	7
gdb_102486	24
gdb_35876	0
gdb_77860	9
gdb_116898	2
gdb_77259	9
gdb_54249	49
gdb_16816	21
gdb_31843	11
gdb_84823	18
gdb_3135	44
gdb_34119	44
gdb_36721	18
gdb_58093	10
gdb_64687	0
gdb_1626	24
gdb_110572	9
gdb_5746	14
gdb_69208	31
gdb_98608	25
gdb_62623	38
gdb_42734	23
gdb_68573	1
gdb_125294	18
gdb_32677	36
gdb_31792	20
gdb_81358	41
gdb_93673	1
gdb_40010	37
gdb_17625	25
gdb_122091	2
gdb_29295	52
gdb_56688	49
gdb_79332	40
gdb_120869	20
gdb_127907	11
gdb_51040	32
gdb_129214	20
gdb_53767	2
gdb_116724	20
gdb_22218	2
gdb_129318	8
gdb_123956	7
gdb_90825	19
gdb_52050	32
gdb_116190	0
gdb_6553	20
gdb_48005	20
gdb_61359	24
gdb_129682	18
gdb_26791	11
gdb_81141	44
gdb_619	20
gdb_22550	24
gdb_101380	25
gdb_28118	52
