ID	Cluster_ID
gdb_66703	46
gdb_26191	52
gdb_51408	4
gdb_61444	52
gdb_90638	28
gdb_125585	53
gdb_57672	10
gdb_91667	24
gdb_101153	52
gdb_36201	13
gdb_119687	24
gdb_67936	0
gdb_38191	0
gdb_73567	28
gdb_16332	5
gdb_92902	37
gdb_7199	47
gdb_86439	37
gdb_43239	3
gdb_81861	0
gdb_43048	48
gdb_52839	44
gdb_111973	53
gdb_28320	51
gdb_111290	49
gdb_101892	47
gdb_102531	21
gdb_79817	34
gdb_111120	4
gdb_53230	53
gdb_6327	47
gdb_13724	53
gdb_90086	17
gdb_44390	32
gdb_96731	52
gdb_63553	36
gdb_121820	15
gdb_49719	4
gdb_103870	44
gdb_578	26
gdb_25295	52
gdb_87367	5
gdb_29662	40
gdb_118755	8
gdb_25411	19
gdb_43044	48
gdb_120441	44
gdb_68856	23
gdb_83624	40
gdb_48801	5
gdb_52158	26
gdb_32998	26
gdb_93268	5
gdb_36451	44
gdb_61102	10
gdb_51290	18
gdb_35133	19
gdb_18813	40
gdb_48678	13
gdb_115132	53
gdb_85470	53
gdb_18714	40
gdb_55504	21
gdb_119301	8
gdb_14624	15
gdb_28426	53
gdb_105610	44
gdb_119369	13
gdb_28877	37
gdb_96278	37
gdb_115425	19
gdb_132895	53
gdb_10928	49
gdb_132906	53
gdb_112422	53
gdb_62989	33
gdb_23266	18
gdb_14985	19
gdb_93764	53
gdb_67391	23
gdb_24575	50
gdb_31019	53
gdb_89994	36
gdb_116867	47
gdb_62314	17
gdb_25090	37
gdb_5869	15
gdb_20389	29
gdb_78222	46
gdb_102462	21
gdb_12273	53
gdb_90342	51
gdb_12138	35
gdb_126082	51
gdb_93748	4
gdb_25175	53
gdb_132396	37
gdb_102915	15
gdb_101825	47
gdb_80067	3
gdb_24457	29
gdb_131714	53
gdb_92516	40
gdb_118851	44
gdb_117087	10
gdb_31397	19
gdb_100944	21
gdb_105638	44
gdb_31287	53
gdb_99792	10
gdb_56194	26
gdb_115775	53
gdb_7379	47
gdb_19058	32
gdb_36180	2
gdb_96230	37
gdb_117274	47
gdb_30880	53
gdb_82764	48
gdb_52438	15
gdb_64735	44
gdb_33071	26
gdb_132946	37
gdb_12972	33
gdb_114031	53
gdb_101250	42
gdb_53432	53
gdb_85748	53
gdb_117451	47
gdb_121677	47
gdb_11375	19
gdb_130331	40
gdb_38472	31
gdb_43520	53
gdb_15991	44
gdb_18462	4
gdb_52814	44
gdb_33572	8
gdb_122120	15
gdb_108006	17
gdb_23212	24
gdb_71300	34
gdb_11291	19
gdb_130013	51
gdb_13035	53
gdb_31052	53
gdb_71311	4
gdb_30885	53
gdb_22989	53
gdb_21492	52
gdb_11201	19
gdb_89165	49
gdb_48787	45
gdb_94639	53
gdb_56274	26
gdb_78206	46
gdb_52888	44
gdb_53723	47
gdb_31144	4
gdb_74662	48
