ID	Cluster_ID
gdb_66703	30
gdb_26191	10
gdb_51408	48
gdb_61444	10
gdb_90638	19
gdb_125585	3
gdb_57672	13
gdb_91667	27
gdb_101153	10
gdb_36201	15
gdb_119687	27
gdb_67936	24
gdb_38191	24
gdb_73567	1
gdb_16332	26
gdb_92902	39
gdb_7199	17
gdb_86439	3
gdb_43239	34
gdb_81861	24
gdb_43048	34
gdb_52839	31
gdb_111973	0
gdb_28320	4
gdb_111290	32
gdb_101892	21
gdb_102531	52
gdb_79817	1
gdb_111120	32
gdb_53230	0
gdb_6327	17
gdb_13724	0
gdb_90086	50
gdb_44390	2
gdb_96731	10
gdb_63553	31
gdb_121820	7
gdb_49719	32
gdb_103870	33
gdb_578	48
gdb_25295	10
gdb_87367	26
gdb_29662	39
gdb_118755	51
gdb_25411	48
gdb_43044	34
gdb_120441	33
gdb_68856	22
gdb_83624	39
gdb_48801	26
gdb_52158	48
gdb_32998	48
gdb_93268	26
gdb_36451	33
gdb_61102	13
gdb_51290	42
gdb_35133	4
gdb_18813	39
gdb_48678	15
gdb_115132	0
gdb_85470	0
gdb_18714	39
gdb_55504	17
gdb_119301	51
gdb_14624	7
gdb_28426	3
gdb_105610	31
gdb_119369	15
gdb_28877	39
gdb_96278	3
gdb_115425	48
gdb_132895	3
gdb_10928	12
gdb_132906	3
gdb_112422	0
gdb_62989	11
gdb_23266	42
gdb_14985	6
gdb_93764	3
gdb_67391	22
gdb_24575	6
gdb_31019	0
gdb_89994	31
gdb_116867	21
gdb_62314	50
gdb_25090	3
gdb_5869	7
gdb_20389	23
gdb_78222	30
gdb_102462	52
gdb_12273	0
gdb_90342	4
gdb_12138	9
gdb_126082	4
gdb_93748	32
gdb_25175	0
gdb_132396	0
gdb_102915	21
gdb_101825	17
gdb_80067	34
gdb_24457	23
gdb_131714	0
gdb_92516	39
gdb_118851	33
gdb_117087	17
gdb_31397	48
gdb_100944	52
gdb_105638	31
gdb_31287	0
gdb_99792	13
gdb_56194	38
gdb_115775	48
gdb_7379	17
gdb_19058	2
gdb_36180	16
gdb_96230	3
gdb_117274	21
gdb_30880	0
gdb_82764	34
gdb_52438	7
gdb_64735	31
gdb_33071	48
gdb_132946	39
gdb_12972	19
gdb_114031	48
gdb_101250	5
gdb_53432	48
gdb_85748	0
gdb_117451	21
gdb_121677	21
gdb_11375	48
gdb_130331	39
gdb_38472	20
gdb_43520	0
gdb_15991	33
gdb_18462	32
gdb_52814	22
gdb_33572	51
gdb_122120	21
gdb_108006	50
gdb_23212	27
gdb_71300	20
gdb_11291	48
gdb_130013	4
gdb_13035	48
gdb_31052	0
gdb_71311	32
gdb_30885	0
gdb_22989	0
gdb_21492	10
gdb_11201	48
gdb_89165	12
gdb_48787	47
gdb_94639	0
gdb_56274	38
gdb_78206	30
gdb_52888	33
gdb_53723	17
gdb_31144	32
gdb_74662	34
gdb_96823	0
gdb_1849	3
gdb_126866	48
gdb_97372	10
gdb_9533	31
gdb_87882	27
gdb_123909	23
gdb_3258	6
gdb_56834	10
gdb_65362	22
gdb_24063	48
gdb_6612	53
gdb_130737	48
gdb_404	51
gdb_78977	34
gdb_60920	10
gdb_439	3
gdb_33466	15
gdb_56860	10
gdb_43280	31
gdb_46568	31
gdb_115397	48
gdb_87189	33
gdb_30579	48
gdb_108872	48
gdb_122656	48
gdb_73625	24
gdb_54266	41
gdb_23823	3
gdb_22679	38
gdb_109362	0
gdb_101199	10
gdb_91460	26
gdb_21652	48
gdb_21637	48
gdb_94698	24
gdb_96924	19
gdb_96910	0
gdb_118286	21
gdb_122126	21
gdb_33020	48
gdb_118884	22
gdb_18458	32
gdb_126052	39
gdb_8579	49
gdb_119911	12
gdb_29808	0
gdb_59769	29
gdb_66438	30
gdb_90977	19
gdb_129764	39
gdb_40442	40
gdb_39579	23
gdb_10228	21
gdb_32576	32
gdb_55901	0
gdb_127011	48
gdb_88833	39
gdb_7568	41
gdb_115063	42
gdb_32340	48
gdb_7516	33
gdb_121001	48
gdb_112953	48
gdb_59339	29
gdb_76704	0
gdb_103155	50
gdb_14795	7
gdb_131079	48
gdb_89576	45
gdb_97889	21
gdb_44336	39
gdb_48443	15
gdb_24502	23
gdb_6268	17
gdb_64807	47
gdb_40358	25
gdb_63854	33
gdb_72013	22
gdb_5210	48
gdb_66694	30
gdb_97356	21
gdb_132731	39
gdb_1798	41
gdb_131609	10
gdb_29443	48
gdb_65520	22
gdb_103658	51
gdb_3546	34
gdb_28305	4
gdb_7074	17
gdb_23609	42
gdb_76173	51
gdb_132014	3
gdb_37865	16
gdb_92494	47
gdb_64813	47
gdb_106744	18
gdb_57951	17
gdb_101121	24
gdb_61230	10
gdb_112080	0
gdb_2855	48
gdb_121044	48
gdb_45443	39
gdb_10962	12
gdb_21612	3
gdb_130480	0
gdb_31477	48
gdb_101314	0
gdb_66990	19
gdb_114242	33
gdb_103722	51
gdb_25627	48
gdb_60402	0
gdb_61625	0
gdb_60977	5
gdb_51070	50
gdb_113460	27
gdb_84131	31
gdb_76634	1
gdb_79726	34
gdb_120563	48
gdb_31708	48
gdb_53083	48
gdb_127926	48
gdb_78318	1
gdb_23515	14
gdb_128725	0
gdb_13221	10
gdb_58835	5
gdb_17221	27
gdb_55169	29
gdb_8918	52
gdb_46187	26
gdb_130532	23
gdb_102486	52
gdb_35876	33
gdb_77860	14
gdb_116898	21
gdb_77259	48
gdb_54249	41
gdb_16816	39
gdb_31843	48
gdb_84823	48
gdb_3135	15
gdb_34119	15
gdb_36721	48
gdb_58093	37
gdb_64687	33
gdb_1626	52
gdb_110572	32
gdb_5746	39
gdb_69208	19
gdb_98608	10
gdb_62623	18
gdb_42734	27
gdb_68573	24
gdb_125294	48
gdb_32677	42
gdb_31792	0
gdb_81358	34
gdb_93673	24
gdb_40010	25
gdb_17625	10
gdb_122091	21
gdb_29295	4
gdb_56688	41
gdb_79332	22
gdb_120869	12
gdb_127907	48
gdb_51040	51
gdb_129214	0
gdb_53767	17
gdb_116724	0
gdb_22218	17
gdb_129318	3
gdb_123956	23
gdb_90825	34
gdb_52050	51
gdb_116190	33
gdb_6553	13
gdb_48005	0
gdb_61359	17
gdb_129682	48
gdb_26791	48
gdb_81141	15
gdb_619	0
gdb_22550	52
gdb_101380	10
gdb_28118	4
gdb_2799	0
gdb_128897	48
gdb_131059	48
gdb_119212	33
gdb_2757	0
gdb_46065	4
gdb_79414	47
gdb_70724	24
gdb_90297	2
gdb_25388	3
gdb_65960	51
gdb_64661	50
gdb_55269	10
gdb_60255	0
gdb_20124	10
gdb_109941	31
gdb_82383	2
gdb_51411	48
gdb_5501	0
gdb_29120	3
gdb_23906	7
gdb_38226	31
gdb_50208	32
gdb_15619	0
gdb_19370	16
gdb_57971	38
gdb_111457	2
gdb_89422	47
gdb_102850	21
gdb_30197	39
gdb_24883	3
gdb_85075	3
gdb_32848	48
gdb_120528	48
gdb_18370	39
gdb_25291	48
gdb_42996	42
gdb_20494	23
gdb_108219	33
gdb_20800	0
gdb_103397	50
gdb_54183	5
gdb_124537	10
gdb_15248	14
gdb_63703	9
gdb_35236	33
gdb_65206	47
gdb_120326	48
gdb_6640	17
gdb_75267	32
gdb_105068	15
gdb_15302	48
gdb_87790	31
gdb_83731	39
gdb_883	3
gdb_122190	51
gdb_21920	0
gdb_116948	17
gdb_43074	34
gdb_60617	29
gdb_17447	19
gdb_6366	17
gdb_56325	17
gdb_16374	27
gdb_33967	24
gdb_56376	13
gdb_41305	16
gdb_100025	53
gdb_89950	15
gdb_68853	22
gdb_2120	3
gdb_7107	17
gdb_128491	32
gdb_107517	26
gdb_116480	6
gdb_67723	20
gdb_41308	36
gdb_23824	3
gdb_108294	15
gdb_53187	12
gdb_87864	47
gdb_120447	33
gdb_42670	34
gdb_74792	39
gdb_5744	39
gdb_117000	21
gdb_75557	0
gdb_53354	48
gdb_90535	0
gdb_35302	15
gdb_32712	48
gdb_104349	51
gdb_80132	34
gdb_2102	3
gdb_20376	23
gdb_86114	3
gdb_31390	3
gdb_117417	21
gdb_77563	9
gdb_125289	4
gdb_56621	52
gdb_48836	15
gdb_99151	0
gdb_47177	3
gdb_47524	39
gdb_39301	4
gdb_62189	21
gdb_14814	0
gdb_100084	17
gdb_55883	0
gdb_33830	9
gdb_90154	31
gdb_127900	48
gdb_52626	13
gdb_40169	25
gdb_52020	21
gdb_90544	0
gdb_25419	48
gdb_91477	26
gdb_97561	17
gdb_28638	48
gdb_54457	5
gdb_109323	0
gdb_7070	17
gdb_50056	0
gdb_87546	26
gdb_78056	14
gdb_69029	18
gdb_110594	11
gdb_3924	6
gdb_108121	47
gdb_64186	51
gdb_27902	0
gdb_92668	0
gdb_91864	15
gdb_58171	52
gdb_65122	24
gdb_93328	32
gdb_70542	47
gdb_70579	22
gdb_94727	24
gdb_79236	18
gdb_40680	36
gdb_57194	37
gdb_98068	52
gdb_108454	26
gdb_17787	48
gdb_72909	47
gdb_35606	42
gdb_122111	21
gdb_11105	48
gdb_36836	33
gdb_116037	0
gdb_5675	23
gdb_44576	2
gdb_11413	48
gdb_13551	10
gdb_132329	17
gdb_36183	27
gdb_16884	4
gdb_14131	24
gdb_110885	32
gdb_33706	27
gdb_131124	10
gdb_331	17
gdb_119036	33
gdb_11649	15
gdb_39570	23
gdb_106207	50
gdb_34948	32
gdb_51329	48
gdb_89138	12
gdb_109604	12
gdb_18956	32
gdb_98543	24
gdb_30133	39
gdb_25315	0
gdb_28662	48
gdb_122893	21
gdb_64654	50
gdb_72633	12
gdb_129869	39
gdb_109952	31
gdb_46522	45
gdb_59347	29
gdb_970	3
gdb_84402	39
gdb_133880	20
gdb_49812	6
gdb_71271	20
gdb_58923	5
gdb_22296	48
gdb_132358	0
gdb_15588	0
gdb_86904	0
gdb_69746	19
gdb_102337	13
gdb_112602	51
gdb_50508	48
gdb_104196	51
gdb_59988	10
gdb_85981	47
gdb_42274	10
gdb_116701	48
gdb_129783	39
gdb_120143	48
gdb_63644	22
gdb_108458	26
gdb_132512	3
gdb_6433	51
gdb_74829	15
gdb_52693	10
gdb_24722	23
gdb_31070	0
gdb_94845	45
gdb_127851	0
gdb_124225	38
gdb_60601	10
gdb_70190	47
gdb_107371	15
gdb_51821	48
gdb_23818	3
gdb_100747	52
gdb_104033	51
gdb_78644	1
gdb_5911	13
gdb_21285	48
gdb_114710	42
gdb_109175	48
gdb_782	3
gdb_79862	1
gdb_101486	10
gdb_70298	53
gdb_98024	17
gdb_120500	48
gdb_80737	48
gdb_68094	28
gdb_37780	23
gdb_25195	3
gdb_24977	4
gdb_29489	39
gdb_47591	39
gdb_60413	38
gdb_120934	33
gdb_43501	0
gdb_11026	24
gdb_54525	24
gdb_6835	33
gdb_45932	3
gdb_11264	48
gdb_127045	48
gdb_89651	18
gdb_90289	2
gdb_84656	39
gdb_113302	33
gdb_128706	0
gdb_78823	14
gdb_80862	19
gdb_121048	48
gdb_87927	45
gdb_30086	39
gdb_7019	17
gdb_68703	18
gdb_119464	15
gdb_58135	37
gdb_45175	2
gdb_67427	47
gdb_91345	19
gdb_86979	48
gdb_126320	48
gdb_110436	14
gdb_27238	39
gdb_85270	31
gdb_114437	32
gdb_124497	29
gdb_104440	51
gdb_100730	52
gdb_105720	51
gdb_69715	19
gdb_92345	49
gdb_124759	29
gdb_9264	21
gdb_14586	7
gdb_41883	23
gdb_108426	15
gdb_64981	41
gdb_26265	10
gdb_7590	5
gdb_31941	48
gdb_49771	33
gdb_69509	9
gdb_120853	48
gdb_82152	48
gdb_115126	0
gdb_2884	6
gdb_125626	32
gdb_108481	26
gdb_64694	33
gdb_39330	40
gdb_85099	50
gdb_53620	48
gdb_73410	20
gdb_98699	0
gdb_95649	39
gdb_77497	28
gdb_7012	17
gdb_102689	21
gdb_656	6
gdb_102438	52
gdb_5218	48
gdb_27130	48
gdb_52973	16
gdb_39079	4
gdb_92952	31
gdb_2854	48
gdb_104335	51
gdb_38726	25
gdb_93803	3
gdb_109695	12
gdb_86507	48
gdb_131620	0
gdb_51981	21
gdb_127757	39
gdb_122856	21
gdb_40082	36
gdb_28006	48
gdb_57450	13
gdb_31366	48
gdb_108759	0
gdb_16236	31
gdb_56738	41
gdb_116794	7
gdb_63561	31
gdb_69907	19
gdb_117904	17
gdb_79759	34
gdb_113681	0
gdb_116120	48
gdb_19941	4
gdb_104059	22
gdb_15296	48
gdb_71977	18
gdb_40048	25
gdb_52162	48
gdb_131943	29
gdb_95720	3
gdb_118867	22
gdb_96550	3
gdb_40322	40
gdb_73409	20
gdb_25360	48
gdb_78693	1
gdb_92476	39
gdb_90053	50
gdb_86603	39
gdb_7558	33
gdb_57902	29
gdb_77373	19
gdb_47435	39
gdb_21175	48
gdb_84466	15
gdb_62292	50
gdb_39514	23
gdb_116938	7
gdb_87881	27
gdb_88006	31
gdb_80453	34
gdb_81920	34
gdb_17674	22
gdb_45363	49
gdb_114693	47
gdb_22197	21
gdb_87372	26
gdb_120214	48
gdb_58545	5
gdb_73355	1
gdb_72430	47
gdb_20243	35
gdb_31443	3
gdb_58727	30
gdb_15982	33
gdb_59483	29
gdb_99363	21
gdb_107288	16
gdb_84292	26
gdb_30122	39
gdb_55264	10
gdb_61835	10
gdb_24609	23
gdb_83662	32
gdb_88021	31
gdb_89357	47
gdb_90169	31
gdb_13909	29
gdb_40623	4
gdb_15863	32
gdb_72896	47
gdb_124766	29
gdb_1050	6
gdb_117059	17
gdb_115080	0
gdb_14584	7
gdb_103753	51
gdb_66206	51
gdb_115439	48
gdb_15942	15
gdb_126591	48
gdb_112418	0
gdb_86566	29
gdb_51702	48
gdb_33621	50
gdb_62894	47
gdb_24257	23
gdb_98330	17
gdb_4309	3
gdb_120999	42
gdb_58283	17
gdb_15237	14
gdb_89513	24
gdb_35562	42
gdb_100819	17
gdb_67590	11
gdb_40217	44
gdb_24334	23
gdb_84635	39
