ID	Cluster_ID
gdb_66703	9
gdb_26191	3
gdb_51408	20
gdb_61444	3
gdb_90638	17
gdb_125585	29
gdb_57672	15
gdb_91667	5
gdb_101153	3
gdb_36201	10
gdb_119687	22
gdb_67936	14
gdb_38191	32
gdb_73567	17
gdb_16332	22
gdb_92902	21
gdb_7199	23
gdb_86439	29
gdb_43239	12
gdb_81861	14
gdb_43048	30
gdb_52839	1
gdb_111973	19
gdb_28320	29
gdb_111290	33
gdb_101892	23
gdb_102531	23
gdb_79817	7
gdb_111120	20
gdb_53230	4
gdb_6327	23
gdb_13724	27
gdb_90086	22
gdb_44390	12
gdb_96731	3
gdb_63553	8
gdb_121820	15
gdb_49719	20
gdb_103870	1
gdb_578	27
gdb_25295	3
gdb_87367	32
gdb_29662	12
gdb_118755	28
gdb_25411	16
gdb_43044	30
gdb_120441	1
gdb_68856	22
gdb_83624	21
gdb_48801	22
gdb_52158	20
gdb_32998	27
gdb_93268	32
gdb_36451	24
gdb_61102	15
gdb_51290	4
gdb_35133	16
gdb_18813	12
gdb_48678	10
gdb_115132	19
gdb_85470	19
gdb_18714	21
gdb_55504	23
gdb_119301	2
gdb_14624	27
gdb_28426	29
gdb_105610	1
gdb_119369	10
gdb_28877	21
gdb_96278	29
gdb_115425	16
gdb_132895	29
gdb_10928	14
gdb_132906	29
gdb_112422	19
gdb_62989	17
gdb_23266	4
gdb_14985	16
gdb_93764	29
gdb_67391	17
gdb_24575	18
gdb_31019	19
gdb_89994	24
gdb_116867	23
gdb_62314	33
gdb_25090	29
gdb_5869	15
gdb_20389	18
gdb_78222	9
gdb_102462	23
gdb_12273	19
gdb_90342	29
gdb_12138	32
gdb_126082	29
gdb_93748	20
gdb_25175	19
gdb_132396	29
gdb_102915	23
gdb_101825	23
gdb_80067	25
gdb_24457	18
gdb_131714	19
gdb_92516	21
gdb_118851	1
gdb_117087	26
gdb_31397	16
gdb_100944	23
gdb_105638	1
gdb_31287	19
gdb_99792	15
gdb_56194	27
gdb_115775	19
gdb_7379	23
gdb_19058	12
gdb_36180	22
gdb_96230	21
gdb_117274	23
gdb_30880	19
gdb_82764	30
gdb_52438	27
gdb_64735	1
gdb_33071	16
gdb_132946	21
gdb_12972	17
gdb_114031	27
gdb_101250	3
gdb_53432	19
gdb_85748	19
gdb_117451	23
gdb_121677	23
gdb_11375	16
gdb_130331	21
gdb_38472	17
gdb_43520	19
gdb_15991	24
gdb_18462	20
gdb_52814	22
gdb_33572	2
gdb_122120	23
gdb_108006	22
gdb_23212	5
gdb_71300	8
gdb_11291	16
gdb_130013	29
gdb_13035	19
gdb_31052	19
gdb_71311	17
gdb_30885	19
