ID	Cluster_ID
gdb_66703	21
gdb_26191	5
gdb_51408	18
gdb_61444	5
gdb_90638	2
gdb_125585	9
gdb_57672	17
gdb_91667	26
gdb_101153	5
gdb_36201	16
gdb_119687	16
gdb_67936	7
gdb_38191	7
gdb_73567	11
gdb_16332	16
gdb_92902	22
gdb_7199	13
gdb_86439	9
gdb_43239	3
gdb_81861	7
gdb_43048	10
gdb_52839	16
gdb_111973	4
gdb_28320	9
gdb_111290	0
gdb_101892	13
gdb_102531	13
gdb_79817	2
gdb_111120	0
gdb_53230	4
gdb_6327	13
gdb_13724	4
gdb_90086	16
gdb_44390	3
gdb_96731	24
gdb_63553	16
gdb_121820	17
gdb_49719	0
gdb_103870	18
gdb_578	18
gdb_25295	5
gdb_87367	7
gdb_29662	3
gdb_118755	28
gdb_25411	27
gdb_43044	10
gdb_120441	18
gdb_68856	14
gdb_83624	22
gdb_48801	16
gdb_52158	18
gdb_32998	18
gdb_93268	7
gdb_36451	1
gdb_61102	17
gdb_51290	8
gdb_35133	27
gdb_18813	3
gdb_48678	14
gdb_115132	4
gdb_85470	4
gdb_18714	22
gdb_55504	13
gdb_119301	20
gdb_14624	17
gdb_28426	9
gdb_105610	16
gdb_119369	14
gdb_28877	22
gdb_96278	9
gdb_115425	27
gdb_132895	9
gdb_10928	8
gdb_132906	9
gdb_112422	4
gdb_62989	0
gdb_23266	8
gdb_14985	18
gdb_93764	9
gdb_67391	2
gdb_24575	15
gdb_31019	4
gdb_89994	1
gdb_116867	13
gdb_62314	28
gdb_25090	9
gdb_5869	17
gdb_20389	15
gdb_78222	21
gdb_102462	13
gdb_12273	4
gdb_90342	9
gdb_12138	7
gdb_126082	9
gdb_93748	0
gdb_25175	4
gdb_132396	9
gdb_102915	13
gdb_101825	13
gdb_80067	3
gdb_24457	15
gdb_131714	4
gdb_92516	22
gdb_118851	1
gdb_117087	12
gdb_31397	27
gdb_100944	13
gdb_105638	16
gdb_31287	8
gdb_99792	17
gdb_56194	18
gdb_115775	8
gdb_7379	13
gdb_19058	3
gdb_36180	16
gdb_96230	22
gdb_117274	13
gdb_30880	4
gdb_82764	10
gdb_52438	17
gdb_64735	16
gdb_33071	18
gdb_132946	22
gdb_12972	2
gdb_114031	4
gdb_101250	5
gdb_53432	18
gdb_85748	4
gdb_117451	13
gdb_121677	13
gdb_11375	27
gdb_130331	22
gdb_38472	14
gdb_43520	4
gdb_15991	1
gdb_18462	0
gdb_52814	14
gdb_33572	20
gdb_122120	13
gdb_108006	16
gdb_23212	26
gdb_71300	29
gdb_11291	27
gdb_130013	9
gdb_13035	18
gdb_31052	4
gdb_71311	0
gdb_30885	4
gdb_22989	8
gdb_21492	5
gdb_11201	27
gdb_89165	0
gdb_48787	16
gdb_94639	4
gdb_56274	18
gdb_78206	21
gdb_52888	1
gdb_53723	13
gdb_31144	0
gdb_74662	10
gdb_96823	4
gdb_1849	9
gdb_126866	18
gdb_97372	5
gdb_9533	16
gdb_87882	11
gdb_123909	15
gdb_3258	15
gdb_56834	19
gdb_65362	14
gdb_24063	18
gdb_6612	29
gdb_130737	18
gdb_404	28
gdb_78977	3
gdb_60920	5
