ID	Split
CHEMBL207869	Split000
CHEMBL3940060	Split000
CHEMBL3678951	Split001
CHEMBL504034	Split000
CHEMBL158797	Split000
CHEMBL4069003	Split000
CHEMBL599047	Split000
CHEMBL93545	Split001
CHEMBL93181	Split001
CHEMBL203644	Split001
CHEMBL591706	Split000
CHEMBL217536	Split000
CHEMBL498134	Split000
CHEMBL248674	Split001
CHEMBL129579	Split000
CHEMBL78150	Split000
CHEMBL1241948	Split000
CHEMBL3233765	Split001
CHEMBL103860	Split000
CHEMBL3752916	Split000
CHEMBL93784	Split000
CHEMBL2047247	Split000
CHEMBL592153	Split001
CHEMBL1947122	Split000
CHEMBL2283257	Split001
CHEMBL53637	Split000
CHEMBL1257911	Split000
CHEMBL1614725	Split000
CHEMBL21108	Split000
CHEMBL3335245	Split000
CHEMBL1821893	Split000
CHEMBL4065503	Split000
CHEMBL294681	Split000
CHEMBL483232	Split000
CHEMBL2385986	Split000
CHEMBL3436359	Split000
CHEMBL1095131	Split000
CHEMBL205149	Split000
CHEMBL2425737	Split000
CHEMBL263666	Split000
CHEMBL3740910	Split000
CHEMBL57300	Split001
CHEMBL598377	Split000
CHEMBL2348194	Split000
CHEMBL3092309	Split000
CHEMBL2029697	Split000
CHEMBL1080812	Split000
CHEMBL1088348	Split000
CHEMBL3671572	Split000
CHEMBL2312304	Split000
CHEMBL78184	Split000
CHEMBL283682	Split000
CHEMBL3628907	Split001
CHEMBL4087646	Split000
CHEMBL110036	Split000
CHEMBL4091166	Split000
CHEMBL415738	Split000
CHEMBL1641989	Split000
CHEMBL450396	Split000
CHEMBL4104717	Split000
CHEMBL117697	Split001
CHEMBL168921	Split000
CHEMBL2029436	Split001
CHEMBL255865	Split000
CHEMBL57170	Split000
CHEMBL55979	Split000
CHEMBL1630117	Split000
CHEMBL324045	Split000
CHEMBL4062192	Split000
CHEMBL3671547	Split000
CHEMBL112096	Split000
CHEMBL330668	Split001
CHEMBL1203934	Split000
CHEMBL425601	Split000
CHEMBL205870	Split000
CHEMBL3085277	Split000
CHEMBL474343	Split000
CHEMBL45068	Split000
CHEMBL3218347	Split000
CHEMBL4064937	Split000
CHEMBL1242661	Split000
CHEMBL111688	Split000
CHEMBL480348	Split000
CHEMBL1170459	Split000
CHEMBL77524	Split000
CHEMBL56201	Split001
CHEMBL3800262	Split000
CHEMBL3671497	Split000
CHEMBL3957416	Split000
CHEMBL2408824	Split001
CHEMBL345837	Split000
CHEMBL2437474	Split000
CHEMBL598611	Split000
CHEMBL35820	Split001
CHEMBL3416593	Split000
CHEMBL378145	Split001
CHEMBL1958220	Split000
CHEMBL4111809	Split000
CHEMBL36164	Split001
CHEMBL3908303	Split000
CHEMBL3671530	Split000
CHEMBL511990	Split000
CHEMBL4093114	Split000
CHEMBL2325101	Split000
CHEMBL53310	Split001
CHEMBL51028	Split001
CHEMBL1928954	Split000
CHEMBL2064388	Split000
CHEMBL3943512	Split000
CHEMBL354310	Split000
CHEMBL3263364	Split000
CHEMBL461114	Split000
CHEMBL3671564	Split000
CHEMBL424853	Split000
CHEMBL1241773	Split000
CHEMBL2325108	Split000
CHEMBL257872	Split000
CHEMBL325589	Split000
CHEMBL2048789	Split000
CHEMBL329672	Split001
CHEMBL3671493	Split000
CHEMBL1241683	Split000
CHEMBL3219502	Split001
CHEMBL489111	Split000
CHEMBL4105503	Split000
CHEMBL1243345	Split000
CHEMBL402339	Split000
CHEMBL321193	Split000
CHEMBL3774926	Split000
CHEMBL1242201	Split000
CHEMBL3655341	Split001
CHEMBL2347964	Split000
CHEMBL296407	Split000
CHEMBL2322329	Split000
CHEMBL592707	Split000
CHEMBL1272168	Split000
CHEMBL116525	Split000
CHEMBL3234747	Split000
CHEMBL3088220	Split000
CHEMBL1830273	Split000
CHEMBL3671520	Split000
CHEMBL308593	Split000
CHEMBL422758	Split000
