ID	Cluster_ID
gdb_66703	19
gdb_26191	34
gdb_51408	17
gdb_61444	34
gdb_90638	37
gdb_125585	23
gdb_57672	32
gdb_91667	1
gdb_101153	34
gdb_36201	41
gdb_119687	4
gdb_67936	40
gdb_38191	9
gdb_73567	18
gdb_16332	4
gdb_92902	15
gdb_7199	7
gdb_86439	23
gdb_43239	3
gdb_81861	40
gdb_43048	3
gdb_52839	24
gdb_111973	11
gdb_28320	23
gdb_111290	21
gdb_101892	7
gdb_102531	28
gdb_79817	18
gdb_111120	21
gdb_53230	17
gdb_6327	7
gdb_13724	17
gdb_90086	4
gdb_44390	8
gdb_96731	34
gdb_63553	29
gdb_121820	32
gdb_49719	21
gdb_103870	38
gdb_578	17
gdb_25295	34
gdb_87367	37
gdb_29662	15
gdb_118755	24
gdb_25411	17
gdb_43044	3
gdb_120441	22
gdb_68856	4
gdb_83624	15
gdb_48801	4
gdb_52158	17
gdb_32998	17
gdb_93268	37
gdb_36451	38
gdb_61102	32
gdb_51290	17
gdb_35133	22
gdb_18813	3
gdb_48678	41
gdb_115132	11
gdb_85470	11
gdb_18714	15
gdb_55504	28
gdb_119301	10
gdb_14624	32
gdb_28426	23
gdb_105610	24
gdb_119369	24
gdb_28877	15
gdb_96278	23
gdb_115425	22
gdb_132895	23
gdb_10928	11
gdb_132906	23
gdb_112422	11
gdb_62989	31
gdb_23266	11
gdb_14985	22
gdb_93764	23
gdb_67391	31
gdb_24575	25
gdb_31019	11
gdb_89994	29
gdb_116867	7
gdb_62314	2
gdb_25090	23
gdb_5869	32
gdb_20389	36
gdb_78222	19
gdb_102462	28
gdb_12273	11
gdb_90342	23
gdb_12138	39
gdb_126082	23
gdb_93748	21
gdb_25175	11
gdb_132396	23
gdb_102915	7
gdb_101825	7
gdb_80067	14
gdb_24457	36
gdb_131714	11
gdb_92516	15
gdb_118851	12
gdb_117087	7
gdb_31397	17
gdb_100944	28
gdb_105638	24
gdb_31287	11
gdb_99792	32
gdb_56194	13
gdb_115775	11
gdb_7379	7
gdb_19058	8
gdb_36180	4
gdb_96230	15
gdb_117274	7
gdb_30880	11
gdb_82764	3
gdb_52438	32
gdb_64735	24
gdb_33071	17
gdb_132946	15
gdb_12972	37
gdb_114031	11
gdb_101250	30
gdb_53432	11
gdb_85748	11
gdb_117451	7
gdb_121677	7
gdb_11375	17
gdb_130331	15
gdb_38472	42
gdb_43520	11
gdb_15991	38
gdb_18462	21
gdb_52814	4
gdb_33572	41
gdb_122120	7
gdb_108006	4
gdb_23212	5
gdb_71300	39
gdb_11291	17
gdb_130013	23
gdb_13035	11
gdb_31052	11
gdb_71311	21
gdb_30885	11
gdb_22989	11
gdb_21492	34
gdb_11201	17
gdb_89165	24
gdb_48787	4
gdb_94639	11
gdb_56274	13
gdb_78206	19
gdb_52888	24
gdb_53723	7
gdb_31144	21
gdb_74662	23
gdb_96823	11
gdb_1849	23
gdb_126866	17
gdb_97372	34
gdb_9533	24
gdb_87882	5
gdb_123909	36
gdb_3258	25
gdb_56834	34
gdb_65362	4
gdb_24063	17
gdb_6612	0
gdb_130737	11
gdb_404	10
gdb_78977	3
gdb_60920	34
gdb_439	23
gdb_33466	41
gdb_56860	34
gdb_43280	16
gdb_46568	33
gdb_115397	17
gdb_87189	24
gdb_30579	17
gdb_108872	17
gdb_122656	17
gdb_73625	39
gdb_54266	27
gdb_23823	23
gdb_22679	13
gdb_109362	11
gdb_101199	34
gdb_91460	39
gdb_21652	17
gdb_21637	17
gdb_94698	16
gdb_96924	37
gdb_96910	29
gdb_118286	7
gdb_122126	7
gdb_33020	17
gdb_118884	4
gdb_18458	21
gdb_126052	15
gdb_8579	25
gdb_119911	24
