ID	Split
gdb_66703	Split001
gdb_26191	Split001
gdb_51408	Split001
gdb_61444	Split001
gdb_90638	Split001
gdb_125585	Split001
gdb_57672	Split001
gdb_91667	Split001
gdb_101153	Split001
gdb_36201	Split001
gdb_119687	Split001
gdb_67936	Split001
gdb_38191	Split001
gdb_73567	Split001
gdb_16332	Split001
gdb_92902	Split001
gdb_7199	Split001
gdb_86439	Split001
gdb_43239	Split001
gdb_81861	Split001
gdb_43048	Split001
gdb_52839	Split001
gdb_111973	Split001
gdb_28320	Split001
gdb_111290	Split001
gdb_101892	Split001
gdb_102531	Split001
gdb_79817	Split001
gdb_111120	Split001
gdb_53230	Split001
gdb_6327	Split001
gdb_13724	Split001
gdb_90086	Split001
gdb_44390	Split001
gdb_96731	Split001
gdb_63553	Split001
gdb_121820	Split001
gdb_49719	Split001
gdb_103870	Split001
gdb_578	Split001
gdb_25295	Split001
gdb_87367	Split001
gdb_29662	Split001
gdb_118755	Split001
gdb_25411	Split001
gdb_43044	Split001
gdb_120441	Split001
gdb_68856	Split001
gdb_83624	Split001
gdb_48801	Split001
gdb_52158	Split001
gdb_32998	Split001
gdb_93268	Split001
gdb_36451	Split001
gdb_61102	Split001
gdb_51290	Split001
gdb_35133	Split001
gdb_18813	Split001
gdb_48678	Split001
gdb_115132	Split001
gdb_85470	Split001
gdb_18714	Split001
gdb_55504	Split001
gdb_119301	Split001
gdb_14624	Split001
gdb_28426	Split001
gdb_105610	Split001
gdb_119369	Split001
gdb_28877	Split001
gdb_96278	Split001
gdb_115425	Split001
gdb_132895	Split001
gdb_10928	Split001
gdb_132906	Split001
gdb_112422	Split001
gdb_62989	Split001
gdb_23266	Split001
gdb_14985	Split001
gdb_93764	Split001
gdb_67391	Split001
gdb_24575	Split001
gdb_31019	Split001
gdb_89994	Split001
gdb_116867	Split001
gdb_62314	Split001
gdb_25090	Split001
gdb_5869	Split001
gdb_20389	Split001
gdb_78222	Split001
gdb_102462	Split000
gdb_12273	Split000
gdb_90342	Split000
gdb_12138	Split000
gdb_126082	Split000
gdb_93748	Split000
gdb_25175	Split000
gdb_132396	Split001
gdb_102915	Split000
gdb_101825	Split000
gdb_80067	Split001
gdb_24457	Split000
gdb_131714	Split000
gdb_92516	Split000
gdb_118851	Split000
gdb_117087	Split000
gdb_31397	Split000
gdb_100944	Split000
