ID	Split
CHEMBL63786	Split001
CHEMBL35820	Split001
CHEMBL53711	Split001
CHEMBL66031	Split001
CHEMBL53753	Split001
CHEMBL176582	Split001
CHEMBL29197	Split001
CHEMBL174426	Split001
CHEMBL1243316	Split001
CHEMBL363815	Split001
CHEMBL3613702	Split001
CHEMBL275762	Split001
CHEMBL327307	Split001
CHEMBL53428	Split001
CHEMBL420624	Split001
CHEMBL55729	Split001
CHEMBL190094	Split001
CHEMBL328216	Split001
CHEMBL193160	Split001
CHEMBL3930620	Split001
CHEMBL51853	Split001
CHEMBL54400	Split001
CHEMBL3892310	Split001
CHEMBL417478	Split001
CHEMBL418967	Split001
CHEMBL592617	Split001
CHEMBL93032	Split001
CHEMBL166093	Split001
CHEMBL2031302	Split001
CHEMBL166154	Split001
CHEMBL165864	Split001
CHEMBL437879	Split001
CHEMBL161956	Split001
CHEMBL2031300	Split001
CHEMBL127041	Split001
CHEMBL316064	Split001
CHEMBL52913	Split001
CHEMBL328955	Split001
CHEMBL3360608	Split001
CHEMBL152905	Split001
CHEMBL3929484	Split001
CHEMBL2031303	Split001
CHEMBL2031298	Split001
CHEMBL128468	Split001
CHEMBL355816	Split001
CHEMBL2031297	Split001
CHEMBL426580	Split001
CHEMBL2031305	Split001
CHEMBL4290812	Split001
CHEMBL3623290	Split001
CHEMBL3357644	Split001
CHEMBL203644	Split001
CHEMBL3360603	Split001
CHEMBL3360606	Split001
CHEMBL366580	Split001
CHEMBL163369	Split001
CHEMBL91980	Split001
CHEMBL603266	Split001
CHEMBL39320	Split001
CHEMBL599863	Split001
CHEMBL3895468	Split001
CHEMBL2029434	Split001
CHEMBL2447950	Split001
CHEMBL4282543	Split001
CHEMBL51741	Split001
CHEMBL3901622	Split001
CHEMBL3759317	Split001
CHEMBL4112924	Split001
CHEMBL1204199	Split001
CHEMBL2029429	Split001
CHEMBL31815	Split001
CHEMBL188762	Split001
CHEMBL2029428	Split001
CHEMBL351629	Split001
CHEMBL39337	Split001
CHEMBL40734	Split001
CHEMBL443523	Split001
CHEMBL304271	Split001
CHEMBL162821	Split001
CHEMBL3360609	Split001
CHEMBL3818015	Split001
CHEMBL539822	Split001
CHEMBL3355875	Split001
CHEMBL54088	Split001
CHEMBL3360617	Split001
CHEMBL2021576	Split001
CHEMBL3355881	Split001
CHEMBL3355882	Split001
CHEMBL4071474	Split001
CHEMBL203599	Split000
CHEMBL2347958	Split000
CHEMBL3758770	Split000
CHEMBL2021575	Split001
CHEMBL3758582	Split000
CHEMBL3901296	Split000
CHEMBL2031299	Split000
CHEMBL2031304	Split000
CHEMBL126791	Split000
CHEMBL49986	Split001
CHEMBL3360611	Split001
CHEMBL165547	Split000
CHEMBL3355880	Split000
CHEMBL3360610	Split000
CHEMBL2029435	Split000
CHEMBL4282954	Split000
CHEMBL4105621	Split001
CHEMBL3891846	Split000
CHEMBL378144	Split001
CHEMBL127086	Split000
CHEMBL1204262	Split000
CHEMBL3920583	Split001
CHEMBL162622	Split001
CHEMBL3360607	Split000
CHEMBL3355878	Split000
CHEMBL1204168	Split000
CHEMBL3814257	Split000
CHEMBL3357636	Split000
CHEMBL317925	Split001
CHEMBL2437462	Split000
CHEMBL2031307	Split001
CHEMBL92937	Split000
CHEMBL3957055	Split001
CHEMBL280757	Split000
CHEMBL3909201	Split000
CHEMBL4279016	Split000
CHEMBL4287401	Split000
CHEMBL4293145	Split000
CHEMBL4294211	Split000
CHEMBL4284071	Split000
CHEMBL289213	Split000
CHEMBL54091	Split000
CHEMBL339416	Split000
CHEMBL31373	Split000
CHEMBL28418	Split001
CHEMBL53555	Split001
CHEMBL3360602	Split000
CHEMBL3814882	Split000
CHEMBL162142	Split000
CHEMBL53300	Split000
CHEMBL36727	Split000
CHEMBL4087740	Split000
CHEMBL1243345	Split000
CHEMBL3814959	Split001
CHEMBL3360620	Split000
CHEMBL3814211	Split000
CHEMBL3355874	Split000
CHEMBL96065	Split000
CHEMBL3233785	Split000
CHEMBL3759199	Split000
CHEMBL3946096	Split000
CHEMBL205059	Split000
CHEMBL3759369	Split000
CHEMBL3622664	Split000
CHEMBL53690	Split000
CHEMBL338114	Split000
CHEMBL126372	Split000
CHEMBL165630	Split000
CHEMBL189779	Split000
CHEMBL31816	Split000
CHEMBL328106	Split000
CHEMBL31570	Split000
CHEMBL3655342	Split000
CHEMBL121954	Split000
CHEMBL3678946	Split000
CHEMBL3741490	Split000
CHEMBL3655350	Split001
CHEMBL3655340	Split000
CHEMBL3655341	Split000
CHEMBL3674150	Split000
CHEMBL153573	Split000
CHEMBL3655347	Split000
CHEMBL271705	Split000
CHEMBL3416592	Split000
CHEMBL4126630	Split000
CHEMBL3655338	Split000
CHEMBL415738	Split001
CHEMBL310853	Split001
CHEMBL431977	Split000
CHEMBL76751	Split000
CHEMBL308498	Split000
CHEMBL165574	Split000
CHEMBL30432	Split000
CHEMBL4095447	Split000
CHEMBL3655336	Split000
CHEMBL312753	Split000
CHEMBL213007	Split000
CHEMBL4090601	Split000
CHEMBL79215	Split001
CHEMBL2031296	Split000
CHEMBL1204305	Split000
CHEMBL3814956	Split000
CHEMBL3818547	Split001
CHEMBL2437469	Split000
CHEMBL3355879	Split000
CHEMBL4099329	Split001
CHEMBL4209019	Split001
CHEMBL3960853	Split000
CHEMBL3970231	Split000
CHEMBL165788	Split000
CHEMBL264382	Split000
CHEMBL437890	Split000
CHEMBL162034	Split001
CHEMBL358934	Split000
CHEMBL4206716	Split000
CHEMBL3655337	Split001
CHEMBL296168	Split001
CHEMBL3663925	Split000
CHEMBL3663926	Split000
CHEMBL2032376	Split000
CHEMBL3663934	Split000
CHEMBL166358	Split000
CHEMBL69358	Split000
CHEMBL3663927	Split001
CHEMBL3622639	Split000
CHEMBL153206	Split000
CHEMBL3663923	Split000
CHEMBL162223	Split000
CHEMBL53665	Split000
CHEMBL4288246	Split000
CHEMBL3663936	Split000
CHEMBL3622645	Split001
CHEMBL3622632	Split000
CHEMBL127058	Split000
CHEMBL4091276	Split000
CHEMBL598007	Split000
CHEMBL153525	Split000
CHEMBL2441568	Split000
CHEMBL161895	Split000
CHEMBL3545154	Split000
CHEMBL3752363	Split001
CHEMBL3663930	Split000
CHEMBL3916927	Split000
CHEMBL3663921	Split000
CHEMBL3663933	Split000
CHEMBL203661	Split000
CHEMBL3663935	Split000
CHEMBL176891	Split000
CHEMBL3972316	Split000
CHEMBL4286318	Split000
CHEMBL3663922	Split000
CHEMBL3663928	Split000
CHEMBL127082	Split000
CHEMBL202411	Split000
CHEMBL128467	Split000
CHEMBL2138625	Split001
CHEMBL4086000	Split000
CHEMBL3929060	Split000
CHEMBL3655344	Split000
CHEMBL1916891	Split000
CHEMBL3932784	Split000
CHEMBL3814320	Split000
CHEMBL2031306	Split000
CHEMBL2032380	Split000
CHEMBL3759359	Split001
CHEMBL3663924	Split001
CHEMBL3663937	Split000
CHEMBL338175	Split000
CHEMBL165508	Split000
CHEMBL204638	Split000
CHEMBL3919609	Split001
CHEMBL3759480	Split000
CHEMBL31656	Split000
CHEMBL27688	Split000
CHEMBL165731	Split000
CHEMBL3939913	Split000
CHEMBL4071827	Split000
CHEMBL202360	Split000
CHEMBL4085842	Split001
CHEMBL3898690	Split000
CHEMBL416611	Split000
CHEMBL53637	Split000
CHEMBL297968	Split000
CHEMBL516979	Split000
CHEMBL3663932	Split000
CHEMBL32079	Split001
CHEMBL1089524	Split001
CHEMBL32844	Split000
CHEMBL173498	Split000
CHEMBL4126810	Split000
CHEMBL162981	Split000
CHEMBL203645	Split000
CHEMBL204085	Split000
CHEMBL166255	Split000
CHEMBL4086056	Split000
CHEMBL3663931	Split000
CHEMBL67003	Split000
CHEMBL4078120	Split000
CHEMBL4064475	Split000
CHEMBL4095439	Split000
CHEMBL356850	Split000
CHEMBL3985465	Split001
CHEMBL251125	Split000
CHEMBL3622617	Split001
CHEMBL349070	Split000
CHEMBL162508	Split000
CHEMBL382073	Split000
CHEMBL27685	Split001
CHEMBL1243283	Split000
CHEMBL3815163	Split000
CHEMBL2048903	Split000
CHEMBL126623	Split000
CHEMBL31276	Split000
CHEMBL2029432	Split000
CHEMBL596754	Split000
CHEMBL218677	Split000
CHEMBL31622	Split000
CHEMBL3758351	Split000
CHEMBL418909	Split000
CHEMBL387265	Split000
CHEMBL4094959	Split000
CHEMBL3647422	Split000
CHEMBL4103201	Split000
CHEMBL3674148	Split000
CHEMBL126192	Split001
CHEMBL3040861	Split000
CHEMBL3950549	Split000
CHEMBL93966	Split000
CHEMBL3758278	Split001
CHEMBL3758376	Split000
CHEMBL3758800	Split000
CHEMBL3759961	Split000
CHEMBL56936	Split000
CHEMBL3968417	Split000
CHEMBL310740	Split001
CHEMBL3233795	Split000
CHEMBL94062	Split000
CHEMBL250132	Split000
CHEMBL3952953	Split000
CHEMBL3961553	Split000
CHEMBL3233779	Split000
CHEMBL4068047	Split000
CHEMBL3928512	Split001
CHEMBL3655339	Split001
CHEMBL3898077	Split000
CHEMBL213874	Split000
CHEMBL587723	Split001
CHEMBL2087360	Split000
CHEMBL3545308	Split001
CHEMBL2087361	Split000
CHEMBL3604943	Split000
CHEMBL3671486	Split000
CHEMBL3671496	Split000
CHEMBL3671498	Split000
CHEMBL3678960	Split000
CHEMBL2419760	Split000
CHEMBL332906	Split001
CHEMBL3806248	Split000
CHEMBL3671491	Split000
CHEMBL2087358	Split000
CHEMBL214798	Split000
CHEMBL3930316	Split000
CHEMBL2031309	Split001
CHEMBL3815074	Split000
CHEMBL155278	Split000
CHEMBL597773	Split001
CHEMBL3622665	Split001
CHEMBL4206288	Split001
CHEMBL4215080	Split000
CHEMBL3960167	Split000
CHEMBL2031308	Split001
CHEMBL3814447	Split000
CHEMBL3814445	Split000
CHEMBL3910496	Split000
CHEMBL4209801	Split000
CHEMBL4225166	Split000
CHEMBL4083486	Split001
CHEMBL4060996	Split000
CHEMBL53299	Split000
CHEMBL598797	Split000
CHEMBL4207750	Split000
CHEMBL3622675	Split001
CHEMBL139095	Split000
CHEMBL4079861	Split000
CHEMBL3219127	Split000
CHEMBL4215076	Split000
CHEMBL4063421	Split000
CHEMBL592216	Split000
CHEMBL4099682	Split000
CHEMBL341319	Split000
CHEMBL4096021	Split001
CHEMBL287007	Split000
CHEMBL4104658	Split001
CHEMBL53062	Split000
CHEMBL4171764	Split000
CHEMBL4227201	Split000
CHEMBL285063	Split000
CHEMBL151593	Split000
