ID	Cluster_ID
gdb_66703	25
gdb_26191	29
gdb_51408	12
gdb_61444	29
gdb_90638	14
gdb_125585	26
gdb_57672	22
gdb_91667	37
gdb_101153	29
gdb_36201	1
gdb_119687	42
gdb_67936	7
gdb_38191	39
gdb_73567	36
gdb_16332	47
gdb_92902	30
gdb_7199	21
gdb_86439	30
gdb_43239	17
gdb_81861	7
gdb_43048	17
gdb_52839	41
gdb_111973	26
gdb_28320	16
gdb_111290	8
gdb_101892	21
gdb_102531	19
gdb_79817	36
gdb_111120	12
gdb_53230	26
gdb_6327	21
gdb_13724	26
gdb_90086	8
gdb_44390	32
gdb_96731	29
gdb_63553	41
gdb_121820	22
gdb_49719	12
gdb_103870	23
gdb_578	46
gdb_25295	29
gdb_87367	47
gdb_29662	43
gdb_118755	3
gdb_25411	46
gdb_43044	17
gdb_120441	23
gdb_68856	42
gdb_83624	43
gdb_48801	47
gdb_52158	46
gdb_32998	46
gdb_93268	47
gdb_36451	23
gdb_61102	22
gdb_51290	46
gdb_35133	16
gdb_18813	17
gdb_48678	42
gdb_115132	26
gdb_85470	26
gdb_18714	31
gdb_55504	19
gdb_119301	3
gdb_14624	15
gdb_28426	26
gdb_105610	41
gdb_119369	42
gdb_28877	30
gdb_96278	30
gdb_115425	26
gdb_132895	26
gdb_10928	26
gdb_132906	26
gdb_112422	26
gdb_62989	20
gdb_23266	26
gdb_14985	46
gdb_93764	26
gdb_67391	14
gdb_24575	6
gdb_31019	26
gdb_89994	41
gdb_116867	21
gdb_62314	35
gdb_25090	30
gdb_5869	22
gdb_20389	4
gdb_78222	34
gdb_102462	19
gdb_12273	26
gdb_90342	16
gdb_12138	44
gdb_126082	16
gdb_93748	12
gdb_25175	26
gdb_132396	17
gdb_102915	15
gdb_101825	21
gdb_80067	31
gdb_24457	4
gdb_131714	26
gdb_92516	43
gdb_118851	23
gdb_117087	21
gdb_31397	46
gdb_100944	19
gdb_105638	41
gdb_31287	26
gdb_99792	22
gdb_56194	46
gdb_115775	46
gdb_7379	21
gdb_19058	32
gdb_36180	2
gdb_96230	30
gdb_117274	21
gdb_30880	26
gdb_82764	17
gdb_52438	15
gdb_64735	41
gdb_33071	46
gdb_132946	30
gdb_12972	14
gdb_114031	46
gdb_101250	45
gdb_53432	46
gdb_85748	26
gdb_117451	21
gdb_121677	21
