ID	Cluster_ID
gdb_66703	6
gdb_26191	2
gdb_51408	15
gdb_61444	2
gdb_90638	4
gdb_125585	25
gdb_57672	19
gdb_91667	4
gdb_101153	2
gdb_36201	26
gdb_119687	26
gdb_67936	4
gdb_38191	24
gdb_73567	9
gdb_16332	26
gdb_92902	25
gdb_7199	20
gdb_86439	25
gdb_43239	28
gdb_81861	4
gdb_43048	12
gdb_52839	10
gdb_111973	15
gdb_28320	25
gdb_111290	3
gdb_101892	20
gdb_102531	20
gdb_79817	17
gdb_111120	3
gdb_53230	15
gdb_6327	2
gdb_13724	15
gdb_90086	26
gdb_44390	28
gdb_96731	0
gdb_63553	10
gdb_121820	19
gdb_49719	3
gdb_103870	1
gdb_578	1
gdb_25295	2
gdb_87367	4
gdb_29662	28
gdb_118755	11
gdb_25411	18
gdb_43044	12
gdb_120441	1
gdb_68856	29
gdb_83624	13
gdb_48801	26
gdb_52158	15
gdb_32998	1
gdb_93268	4
gdb_36451	14
gdb_61102	19
gdb_51290	15
gdb_35133	18
gdb_18813	28
gdb_48678	29
gdb_115132	15
gdb_85470	8
gdb_18714	13
gdb_55504	2
gdb_119301	21
gdb_14624	20
gdb_28426	25
gdb_105610	10
gdb_119369	29
gdb_28877	25
gdb_96278	25
gdb_115425	18
gdb_132895	25
gdb_10928	14
gdb_132906	25
gdb_112422	8
gdb_62989	3
gdb_23266	8
gdb_14985	1
gdb_93764	25
gdb_67391	4
gdb_24575	5
gdb_31019	8
gdb_89994	14
gdb_116867	20
gdb_62314	29
gdb_25090	25
gdb_5869	19
gdb_20389	5
gdb_78222	6
gdb_102462	20
gdb_12273	8
gdb_90342	25
gdb_12138	16
gdb_126082	25
gdb_93748	3
gdb_25175	15
gdb_132396	12
gdb_102915	0
gdb_101825	20
gdb_80067	28
gdb_24457	5
gdb_131714	15
gdb_92516	13
gdb_118851	14
gdb_117087	23
gdb_31397	18
gdb_100944	20
gdb_105638	10
gdb_31287	15
gdb_99792	19
gdb_56194	1
gdb_115775	15
gdb_7379	20
gdb_19058	28
gdb_36180	26
gdb_96230	25
gdb_117274	20
gdb_30880	8
gdb_82764	12
gdb_52438	20
gdb_64735	10
gdb_33071	1
gdb_132946	25
gdb_12972	4
gdb_114031	8
gdb_101250	2
gdb_53432	15
gdb_85748	8
gdb_117451	20
gdb_121677	20
gdb_11375	18
gdb_130331	13
gdb_38472	17
gdb_43520	8
gdb_15991	14
gdb_18462	28
gdb_52814	29
gdb_33572	21
gdb_122120	0
gdb_108006	26
gdb_23212	10
gdb_71300	16
gdb_11291	18
gdb_130013	25
gdb_13035	15
gdb_31052	8
gdb_71311	3
gdb_30885	8
gdb_22989	15
gdb_21492	2
gdb_11201	18
gdb_89165	3
gdb_48787	26
gdb_94639	15
gdb_56274	1
gdb_78206	6
gdb_52888	14
gdb_53723	20
gdb_31144	3
gdb_74662	12
gdb_96823	8
gdb_1849	25
gdb_126866	1
gdb_97372	2
gdb_9533	10
gdb_87882	10
gdb_123909	5
gdb_3258	5
gdb_56834	30
gdb_65362	29
gdb_24063	1
gdb_6612	7
gdb_130737	15
gdb_404	11
gdb_78977	28
gdb_60920	2
gdb_439	25
gdb_33466	26
gdb_56860	2
gdb_43280	10
gdb_46568	22
gdb_115397	18
gdb_87189	14
gdb_30579	1
gdb_108872	18
gdb_122656	1
gdb_73625	16
gdb_54266	7
gdb_23823	25
gdb_22679	0
gdb_109362	15
gdb_101199	2
gdb_91460	4
gdb_21652	18
gdb_21637	18
gdb_94698	4
gdb_96924	4
gdb_96910	14
gdb_118286	20
gdb_122126	0
gdb_33020	1
gdb_118884	29
gdb_18458	28
gdb_126052	13
gdb_8579	12
gdb_119911	1
gdb_29808	8
gdb_59769	25
gdb_66438	4
gdb_90977	4
gdb_129764	13
gdb_40442	16
gdb_39579	5
gdb_10228	0
gdb_32576	3
gdb_55901	8
gdb_127011	15
gdb_88833	13
gdb_7568	7
gdb_115063	8
gdb_32340	18
gdb_7516	14
gdb_121001	1
gdb_112953	18
gdb_59339	30
gdb_76704	3
gdb_103155	29
gdb_14795	20
gdb_131079	1
gdb_89576	14
gdb_97889	20
gdb_44336	28
gdb_48443	26
gdb_24502	5
gdb_6268	2
gdb_64807	16
gdb_40358	24
gdb_63854	29
gdb_72013	9
gdb_5210	1
gdb_66694	6
gdb_97356	0
gdb_132731	25
gdb_1798	7
gdb_131609	2
gdb_29443	1
gdb_65520	9
gdb_103658	11
gdb_3546	28
gdb_28305	25
gdb_7074	20
gdb_23609	8
gdb_76173	11
gdb_132014	25
gdb_37865	9
gdb_92494	16
gdb_64813	16
gdb_106744	10
gdb_57951	2
gdb_101121	16
gdb_61230	30
gdb_112080	15
gdb_2855	8
gdb_121044	1
gdb_45443	13
gdb_10962	14
gdb_21612	25
gdb_130480	15
gdb_31477	18
gdb_101314	8
gdb_66990	4
gdb_114242	18
gdb_103722	11
gdb_25627	15
gdb_60402	30
gdb_61625	30
gdb_60977	2
gdb_51070	26
gdb_113460	26
gdb_84131	22
gdb_76634	16
gdb_79726	28
gdb_120563	18
gdb_31708	18
gdb_53083	15
gdb_127926	18
gdb_78318	9
gdb_23515	3
gdb_128725	15
gdb_13221	2
gdb_58835	4
gdb_17221	26
gdb_55169	30
gdb_8918	20
gdb_46187	10
gdb_130532	5
gdb_102486	20
gdb_35876	14
gdb_77860	3
gdb_116898	20
gdb_77259	3
gdb_54249	7
gdb_16816	13
gdb_31843	18
gdb_84823	15
gdb_3135	29
gdb_34119	29
gdb_36721	1
gdb_58093	23
gdb_64687	14
gdb_1626	20
gdb_110572	3
gdb_5746	13
gdb_69208	4
gdb_98608	30
gdb_62623	4
gdb_42734	17
gdb_68573	16
gdb_125294	15
gdb_32677	8
gdb_31792	15
gdb_81358	12
gdb_93673	4
gdb_40010	24
gdb_17625	2
gdb_122091	0
gdb_29295	25
gdb_56688	7
gdb_79332	9
gdb_120869	14
gdb_127907	18
gdb_51040	21
gdb_129214	15
gdb_53767	20
gdb_116724	15
gdb_22218	20
gdb_129318	25
gdb_123956	5
gdb_90825	28
gdb_52050	21
gdb_116190	14
gdb_6553	13
gdb_48005	15
gdb_61359	2
gdb_129682	15
gdb_26791	18
gdb_81141	29
gdb_619	8
gdb_22550	20
gdb_101380	30
gdb_28118	25
gdb_2799	15
gdb_128897	1
gdb_131059	1
gdb_119212	14
gdb_2757	15
gdb_46065	25
gdb_79414	10
gdb_70724	16
gdb_90297	13
gdb_25388	25
gdb_65960	11
gdb_64661	26
gdb_55269	2
gdb_60255	30
gdb_20124	2
gdb_109941	14
gdb_82383	13
gdb_51411	15
gdb_5501	15
gdb_29120	25
gdb_23906	19
gdb_38226	17
gdb_50208	8
gdb_15619	15
gdb_19370	26
gdb_57971	0
gdb_111457	13
gdb_89422	16
gdb_102850	0
gdb_30197	13
gdb_24883	25
gdb_85075	25
gdb_32848	1
gdb_120528	18
gdb_18370	13
gdb_25291	1
gdb_42996	8
gdb_20494	5
gdb_108219	4
gdb_20800	15
gdb_103397	29
gdb_54183	14
gdb_124537	2
gdb_15248	3
gdb_63703	16
gdb_35236	14
gdb_65206	9
gdb_120326	15
gdb_6640	20
gdb_75267	3
gdb_105068	29
gdb_15302	8
gdb_87790	7
gdb_83731	13
gdb_883	25
gdb_122190	11
gdb_21920	15
gdb_116948	20
gdb_43074	28
gdb_60617	30
gdb_17447	9
gdb_6366	2
gdb_56325	20
gdb_16374	10
gdb_33967	29
gdb_56376	1
gdb_41305	9
gdb_100025	19
gdb_89950	29
gdb_68853	29
gdb_2120	25
gdb_7107	20
gdb_128491	3
gdb_107517	26
gdb_116480	1
gdb_67723	17
gdb_41308	22
gdb_23824	25
gdb_108294	29
gdb_53187	1
gdb_87864	22
gdb_120447	1
gdb_42670	28
gdb_74792	13
gdb_5744	13
gdb_117000	20
gdb_75557	15
gdb_53354	1
gdb_90535	8
gdb_35302	29
gdb_32712	1
gdb_104349	11
gdb_80132	25
gdb_2102	25
gdb_20376	5
gdb_86114	25
gdb_31390	25
gdb_117417	20
gdb_77563	4
gdb_125289	25
gdb_56621	20
gdb_48836	29
gdb_99151	30
gdb_47177	25
gdb_47524	13
gdb_39301	27
gdb_62189	20
gdb_14814	15
gdb_100084	23
gdb_55883	8
gdb_33830	29
gdb_90154	10
gdb_127900	18
gdb_52626	19
gdb_40169	24
gdb_52020	0
gdb_90544	8
gdb_25419	18
gdb_91477	29
gdb_97561	20
gdb_28638	18
gdb_54457	4
gdb_109323	15
gdb_7070	20
gdb_50056	8
gdb_87546	4
gdb_78056	3
gdb_69029	10
gdb_110594	3
gdb_3924	1
gdb_108121	26
gdb_64186	11
gdb_27902	12
gdb_92668	15
gdb_91864	29
gdb_58171	20
gdb_65122	16
gdb_93328	3
gdb_70542	16
gdb_70579	9
gdb_94727	4
gdb_79236	4
gdb_40680	22
gdb_57194	23
gdb_98068	20
gdb_108454	26
gdb_17787	3
gdb_72909	9
gdb_35606	8
gdb_122111	0
gdb_11105	18
gdb_36836	24
gdb_116037	15
gdb_5675	5
gdb_44576	13
gdb_11413	18
gdb_13551	30
gdb_132329	20
gdb_36183	26
gdb_16884	25
gdb_14131	16
gdb_110885	3
gdb_33706	26
gdb_131124	2
gdb_331	20
gdb_119036	14
gdb_11649	29
gdb_39570	5
gdb_106207	29
gdb_34948	3
gdb_51329	3
gdb_89138	3
gdb_109604	29
gdb_18956	3
gdb_98543	16
gdb_30133	13
gdb_25315	15
gdb_28662	18
gdb_122893	20
gdb_64654	29
gdb_72633	4
gdb_129869	13
gdb_109952	14
gdb_46522	25
gdb_59347	30
gdb_970	25
gdb_84402	13
gdb_133880	26
gdb_49812	1
gdb_71271	4
gdb_58923	4
gdb_22296	18
gdb_132358	12
gdb_15588	15
gdb_86904	18
gdb_69746	4
gdb_102337	19
gdb_112602	11
gdb_50508	18
gdb_104196	11
gdb_59988	2
gdb_85981	16
gdb_42274	30
gdb_116701	1
gdb_129783	13
gdb_120143	3
gdb_63644	4
gdb_108458	26
gdb_132512	25
gdb_6433	11
gdb_74829	29
gdb_52693	2
gdb_24722	5
gdb_31070	8
gdb_94845	25
gdb_127851	15
gdb_124225	2
gdb_60601	2
gdb_70190	16
gdb_107371	29
gdb_51821	1
gdb_23818	25
gdb_100747	20
gdb_104033	11
gdb_78644	17
gdb_5911	19
gdb_21285	18
gdb_114710	8
gdb_109175	18
gdb_782	25
gdb_79862	17
gdb_101486	2
gdb_70298	7
gdb_98024	20
gdb_120500	1
gdb_80737	18
gdb_68094	4
gdb_37780	27
gdb_25195	25
gdb_24977	25
gdb_29489	13
gdb_47591	13
gdb_60413	1
gdb_120934	1
gdb_43501	12
gdb_11026	4
gdb_54525	16
gdb_6835	14
gdb_45932	25
gdb_11264	18
gdb_127045	1
gdb_89651	10
gdb_90289	13
gdb_84656	13
gdb_113302	14
gdb_128706	15
gdb_78823	3
gdb_80862	4
gdb_121048	1
gdb_87927	25
gdb_30086	25
gdb_7019	20
gdb_68703	10
gdb_119464	29
gdb_58135	23
gdb_45175	13
gdb_67427	29
gdb_91345	4
gdb_86979	1
gdb_126320	18
gdb_110436	3
gdb_27238	13
gdb_85270	22
gdb_114437	8
gdb_124497	25
gdb_104440	11
gdb_100730	20
gdb_105720	21
gdb_69715	4
gdb_92345	12
gdb_124759	25
gdb_9264	20
gdb_14586	20
gdb_41883	5
gdb_108426	26
gdb_64981	7
gdb_26265	2
gdb_7590	10
gdb_31941	18
gdb_49771	14
gdb_69509	4
gdb_120853	15
gdb_82152	3
